RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
4901,02/05/2020 15:34,week 5,0,0,1,"No, I have not", , , , , , , , , , , ,No,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,6, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,0.952139036,Male,73,Baden-Wurttemberg,2,0,Retired,4,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
4902,02/05/2020 15:40,week 5,2,1,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Frequently,Sometimes,Frequently,Rarely,Frequently,Always,Frequently,Frequently, ,Rarely,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.830825038,Male,66,Berlin,3,0,Full time employment,5,Prefer not to say,Not at all,Prefer not to say,Prefer not to say
4903,02/05/2020 15:45,week 5,1,2,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Not at all,No,No,No,Very easy,Very willing,Frequently,Always,Always,Always,Always,Sometimes,Always,Not at all,Not at all, ,Always,Always,Always,Always,Frequently,Sometimes,Always,Sometimes,Frequently,Not at all,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,IT,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.59342159,Male,54,Hamburg,2,0,Full time employment,6,Several days,Several days,Several days,Several days
4904,02/05/2020 15:46,week 5,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Not at all,Frequently,Not at all,Frequently, , ,Sometimes,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0.830825038,Male,63,Berlin,1,0,Retired,5,Several days,Not at all,Several days,Not at all
4905,02/05/2020 15:47,week 5,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Sometimes,Frequently,Not at all,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,1.054403373,Female,53,North Rhine-Westphalia,4,0,Part time employment,4,Not at all,Nearly every day,More than half the days,Nearly every day
4906,02/05/2020 16:02,week 5,3,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Always,Frequently,Always,Frequently,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Frequently,Sometimes,Rarely,Frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.899568048,Male,45,Rheinland-Pfalz,3,1,Full time employment,8,Not at all,Not at all,Several days,Several days
4907,02/05/2020 16:05,week 5,1,20,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Not at all,Always,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.954121599,Female,76,North Rhine-Westphalia,2,0,Retired,4,Nearly every day,Several days,Several days,Several days
4908,02/05/2020 16:06,week 5,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,1.097933367,Female,50,Hesse,2,0,Retired,2,Nearly every day,Nearly every day,Nearly every day,Nearly every day
4909,02/05/2020 16:07,week 5,3,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Somewhat willing,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.846114399,Female,41,Thuringia,4,2,Not working,8,Not at all,Not at all,Not at all,Not at all
4910,02/05/2020 16:10,week 5,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Rarely,Always,Always,Always,Rarely,Sometimes,Not at all,Not at all, , ,Rarely,Rarely,Rarely,Not at all,Rarely,Sometimes,Not at all,Not at all,Sometimes,Not at all,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.954121599,Female,78,North Rhine-Westphalia,1,0,Other,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
4911,02/05/2020 16:16,week 5,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Sometimes, , ,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Sometimes,Rarely,7, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,0.99351156,Female,66,Hesse,1,0,Retired,7,Several days,Several days,Several days,Not at all
4912,02/05/2020 16:16,week 5,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Always,Always,Sometimes,Always,Not at all,Rarely,Not at all,Not at all, , ,Not at all,Rarely,Not at all,Not at all,Not at all,Rarely,Not at all,Rarely,Not at all,Not at all,20, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1.019951672,Female,53,Saxony,2,0,Not working,6,Nearly every day,Nearly every day,Nearly every day,Nearly every day
4913,02/05/2020 16:19,week 5,1,30,1,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Not at all,Always,Not at all,Not at all, ,Not at all,Not at all,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.05748284,Female,59,Baden-Wurttemberg,2,0,Part time employment,5,Not at all,Not at all,Several days,Not at all
4914,02/05/2020 16:23,week 5,5,10,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Not at all,No,No,Yes,Somewhat easy,Neither willing nor unwilling,Always,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Always, ,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Frequently,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,0.865423457,Female,40,Rheinland-Pfalz,5,3,Other,7,More than half the days,Several days,More than half the days,Several days
4915,02/05/2020 16:30,week 5,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.92274677,Female,67,Berlin,1,0,Retired,8,Not at all,Not at all,Not at all,Not at all
4916,02/05/2020 16:31,week 5,1,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very difficult,Somewhat willing,Frequently,Always,Sometimes,Always,Frequently,Not at all,Frequently,Frequently,Rarely,Not at all,Frequently,Always,Always,Always,Frequently,Rarely,Not at all,Not at all,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,forschung,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.782823358,Female,29,Schleswig-Holstein,2,1,Part time employment,5,Several days,Not at all,More than half the days,Several days
4917,02/05/2020 16:33,week 5,1,10,1,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.874561879,Female,29,North Rhine-Westphalia,2,0,Full time employment,6,More than half the days,Several days,More than half the days,Several days
4918,02/05/2020 16:35,week 5,0,34,12,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always, ,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Frequently,Frequently,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Beratung,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.882766882,Male,49,North Rhine-Westphalia,1,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all
4919,02/05/2020 16:35,week 5,0,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Somewhat willing,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Not at all, ,Sometimes,Frequently,Always,Always,Frequently,Sometimes,Always,Always,Not at all,Frequently,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Asylantenheim,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.641388307,Female,60,Hamburg,1,0,Full time employment,4,Nearly every day,More than half the days,Several days,Several days
4920,02/05/2020 16:36,week 5,0,0,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Frequently,Always,Sometimes,Sometimes,Not at all,Rarely,Not at all,Not at all,Always,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.874561879,Female,31,North Rhine-Westphalia,1,1,Full time employment,5,Prefer not to say,More than half the days,Prefer not to say,Nearly every day
4921,02/05/2020 16:43,week 5,1,25,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Frequently,Always,Not at all,Not at all,Sometimes,Not at all,Not at all,Sometimes,Not at all, ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Not at all,7,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.051260033,Male,34,Saxony,2,0,Full time employment,5,Not at all,Not at all,Not at all,Not at all
4922,02/05/2020 16:48,week 5,3,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.92274677,Female,59,Berlin,4,1,Not working,8,Several days,Several days,Several days,Not at all
4923,02/05/2020 17:02,week 5,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Sometimes,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Rarely,Rarely,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.894540416,Male,73,Hesse,2,0,Retired,7,Not at all,Not at all,Not at all,Not at all
4924,02/05/2020 17:02,week 5,0,0,3,"No, I have not", , , , , , , , , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently, ,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Sometimes,Not at all,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.9438001,Female,45,Schleswig-Holstein,1,0,Full time employment,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
4925,02/05/2020 17:16,week 5,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.854037537,Female,62,Schleswig-Holstein,1,0,Other,4,Nearly every day,Nearly every day,Nearly every day,Nearly every day
4926,02/05/2020 17:17,week 5,1,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.92274677,Female,55,Berlin,1,0,Full time employment,9,More than half the days,More than half the days,More than half the days,More than half the days
4927,02/05/2020 17:19,week 5,1,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Sometimes,Frequently,Sometimes,Not at all,Not at all,Always, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.922946516,Female,67,Saxony,1,0,Retired,8,Not at all,Not at all,Not at all,Not at all
4928,02/05/2020 17:24,week 5,1,7,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.200898648,Female,54,Bavaria,2,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all
4929,02/05/2020 17:30,week 5,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Sometimes,Frequently,Always,Sometimes,Always,Always,Frequently, ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.823130382,Female,44,Mecklenburg-Vorpommern,3,0,Part time employment,8,Not at all,Not at all,Several days,Several days
4930,02/05/2020 17:31,week 5,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.978398174,Male,52,Baden-Wurttemberg,2,0,Unemployed,3,Not at all,Not at all,Not at all,Not at all
4931,02/05/2020 17:38,week 5,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Always,6,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.185668959,Female,45,Lower Saxony,2,1,Part time employment,5,Nearly every day,Prefer not to say,Nearly every day,Nearly every day
4932,02/05/2020 17:40,week 5,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Frequently,Always,Always,Always,Sometimes,Always,Always,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.874561879,Female,26,North Rhine-Westphalia,3,1,Other,8, , , , 
4933,02/05/2020 17:42,week 5,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Always,Always,Always,Sometimes,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.849260008,Female,43,North Rhine-Westphalia,1,0,Full time employment,7,Several days,Not at all,Several days,Several days
4934,02/05/2020 17:44,week 5,1,100,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Always,Sometimes,Sometimes,Always,Always,Not at all, ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,12,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1.200898648,Female,47,Bavaria,2,0,Part time employment,8,Several days,Several days,Several days,Several days
4935,02/05/2020 17:50,week 5,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Not at all,Not at all,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,9,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Rechtsberatung,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.849260008,Female,35,North Rhine-Westphalia,3,1,Part time employment,6,Several days,Several days,Several days,Several days
4936,02/05/2020 17:55,week 5,3,6,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Always,8,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.081567841,Male,41,Bavaria,4,2,Full time employment,8,Not at all,Not at all,Not at all,Not at all
4937,02/05/2020 18:00,week 5,0,0,2,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Frequently,Frequently,Not at all,Frequently,Not at all,Not at all, , ,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,Sometimes,Rarely,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.274649062,Male,49,Bremen,1,0,Unemployed,8,Not at all,Not at all,Not at all,Several days
4938,02/05/2020 19:18,week 5,0,2,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Very willing,Frequently,Frequently,Sometimes,Frequently,Not at all,Sometimes,Always,Always,Sometimes, ,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Not at all,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__, , , , , , , , , , , , , , , ,1.569213172,Male,33,Bremen,1,0,Full time employment,7,Several days,Several days,Several days,Several days
4939,02/05/2020 18:04,week 5,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Sometimes, ,Always,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Rarely,Frequently,Frequently,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.882766882,Male,54,North Rhine-Westphalia,4,0,Full time employment,8,Several days,Several days,Not at all,Not at all
4940,02/05/2020 18:05,week 5,0,2,7,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Not at all,Not at all,Frequently,Not at all,Not at all,Frequently, ,Rarely,Frequently,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Homeoffice,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.054403373,Female,54,North Rhine-Westphalia,1,0,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
