RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
5955,07/05/2020 22:10,week 6,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Always,Not at all,Always,Always,Frequently,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Sometimes,9,No,No,No,No,No,No,No,No,No,No,Yes,No,No,magasin de bricolage,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.092017254,Male,50,South-East,4,2,Full time employment,6,Not at all,Not at all,Several days,Not at all
5956,07/05/2020 22:11,week 6,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Always,Not at all,Frequently,Frequently,Not at all,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,ferroviaire,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.039478247,Male,37,South-East,1,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
5957,07/05/2020 22:13,week 6,0,0,0,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,95,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.010602461,Male,33,Paris Area,3,1,Full time employment,6,Not at all,Not at all,Not at all,Not at all
5958,07/05/2020 22:13,week 6,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Rarely,Always,Always,Frequently,Always,Not at all,Always,Always,Not at all, ,Always,Always,Always,Always,Rarely,Rarely,Not at all,Not at all,Rarely,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Aide personne âgée,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.882330914,Female,60,South-East,Don't know,0,Part time employment,4,Not at all,Several days,Several days,Not at all
5959,07/05/2020 22:15,week 6,4,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.085780059,Male,54,Paris Area,5,3,Full time employment,8,Several days,Not at all,Not at all,Several days
5960,07/05/2020 22:16,week 6,2,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Frequently,Frequently,Not at all,Sometimes,Not at all,Not at all,Not at all,Always, ,Not at all,Not at all,Not at all,Sometimes,Frequently,Always,Rarely,Not at all,Not at all,Not at all,Not at all,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,0.87729137,Female,64,Paris Area,1,2,Retired,7, ,Several days,Several days,Several days
5961,07/05/2020 22:18,week 6,0,2,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.910753835,Female,76,Paris Area,1,1,Retired,8,Several days,Not at all,Several days,Not at all
5962,07/05/2020 22:21,week 6,2,6,1,"No, I have not","No, they have not",No,No,No,No,Yes,No,Not sure,Sometimes,No,No,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Frequently,Not at all,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.910753835,Female,63,Paris Area,3,0,Retired,7,Several days,Several days,More than half the days,Nearly every day
5963,07/05/2020 22:24,week 6,0,0,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.055176577,Male,32,South-East,1,0,Full time student,4,Nearly every day,Several days,Several days,Not at all
5964,07/05/2020 22:28,week 6,4,5,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Rarely,Always,Sometimes,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.066007545,Male,42,North-East,4,2,Full time employment,7,Several days,Not at all,Not at all,Not at all
5965,07/05/2020 22:28,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Always,No,No,No,Somewhat easy,Very willing,Not at all,Always,Sometimes,Frequently,Always,Always,Sometimes,Always,Always, ,Always,Always,Always,Always,Rarely,Frequently,Always,Always,Always,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.87729137,Female,62,Paris Area,3,0,Full time employment,8,Several days,Not at all,Several days,Not at all
5966,07/05/2020 22:31,week 6,1,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.039478247,Male,37,South-East,2,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
5967,07/05/2020 22:31,week 6,11,1,3,"Yes, and I have not received my results from the test yet","No, they have not",No,Yes,No,No,No,No,Not sure,Frequently,No,Not sure,No,Neither easy nor difficult,Somewhat unwilling,Not at all,Frequently,Always,Always,Not at all,Rarely,Sometimes,Rarely, ,Always,Rarely,Not at all,Not at all,Rarely,Frequently,Sometimes,Sometimes,Always,Sometimes,Frequently,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1.331783998,Male,20,North-West,6,4,Not working,6,Not at all, , , 
5968,07/05/2020 22:33,week 6,0,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Sometimes,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Rarely,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.133669994,Male,48,South-East,1,0,Unemployed,5,Several days,More than half the days,Several days,Not at all
5969,07/05/2020 22:41,week 6,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Always,Always,Always,Always,Always,Sometimes,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.939363153,Female,62,North-East,2,2,Retired,8,Nearly every day,Nearly every day,Nearly every day,Nearly every day
5970,07/05/2020 22:42,week 6,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,15,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.047317971,Male,43,North-West,1,0,Part time employment,6,Several days,Not at all,Several days,Not at all
5971,07/05/2020 22:44,week 6,1,3,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Not at all,Always,Frequently,Not at all,Always,Always,Always, , ,Frequently,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.063134698,Male,32,North-West,2,0,Unemployed,4,Several days,Not at all,Several days,Not at all
5972,07/05/2020 22:45,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.042348303,Male,33,North-East,2,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
5973,07/05/2020 22:46,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.905296032,Female,56,South-West,2,0,Full time employment,3,Not at all,Not at all,Several days,Several days
5974,07/05/2020 22:47,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Sometimes,Always,Rarely,Always,Always,Always, , ,Always,Always,Always,Always,Frequently,Rarely,Not at all,Not at all,Always,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,64,North-West,2,0,Retired,4,Not at all,Several days,More than half the days,Several days
5975,07/05/2020 22:50,week 6,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.888985436,Female,61,North-West,1,0,Full time employment,7,Not at all,Several days,Several days,Not at all
5976,07/05/2020 22:55,week 6,0,0,0, , , , , , , , , , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.355549918,Male,20,North-East,Prefer not to say,2,Part time employment,7,More than half the days,Not at all,Nearly every day,Not at all
5977,07/05/2020 22:56,week 6,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.016407803,Male,25,South-East,5,1,Full time student,7,Several days,Several days,Several days,Several days
5978,08/05/2020 04:33,week 6,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Sometimes,Frequently,Frequently,Always,Not at all, ,Always,Always,Frequently,Always,Always,Sometimes,Always,Always,Frequently,Frequently,15,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.904849538,Female,59,North-East,1,0,Part time employment,7,Not at all,Not at all,More than half the days,Several days
5979,08/05/2020 05:45,week 6,2,2,1,"No, I have not","No, they have not", , , , , , , , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.922893948,Female,65,North-West,2,2,Retired,5,More than half the days,Several days,Several days,More than half the days
5980,07/05/2020 23:06,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.082106524,Male,27,North-East,2,0,Unemployed,4,Several days,Several days,Several days,Not at all
5981,07/05/2020 23:11,week 6,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Frequently,Always,Always,Frequently,Not at all,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,30,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.904849538,Female,65,North-East,2,0,Full time employment,9,Not at all,Not at all,Several days,Not at all
5982,07/05/2020 23:13,week 6,0,0,0,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Always,Frequently,Always,Sometimes, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.087265749,Male,39,North-West,1,0,Unemployed,7,Nearly every day,Not at all,Not at all,Not at all
5983,07/05/2020 23:20,week 6,1,1,0,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Rarely,Sometimes,Not at all,Not at all,Not at all,Sometimes, ,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.079126995,Male,39,South-East,Don't know,1,Unemployed,7, , , , 
5984,07/05/2020 23:20,week 6,2,0,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat willing,Sometimes,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Not at all,Rarely,Always,Frequently,50, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,63,North-West,2,0,Retired,5,Several days,Several days,Nearly every day,Nearly every day
5985,07/05/2020 23:20,week 6,0,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Always,Always,Sometimes,Sometimes,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Always,Not at all,Frequently,Always,Sometimes,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.922893948,Female,86,North-West,1,0,Retired,6,More than half the days,Several days,Nearly every day,Not at all
5986,07/05/2020 23:40,week 6,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Frequently, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0.915985602,Female,74,South-East,5,0,Retired,5, ,More than half the days, ,More than half the days
5987,08/05/2020 12:46,week 6,3,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Always,Not at all,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.027347515,Male,35,South-West,4,2,Full time employment,9,Not at all,Several days,Several days,Several days
5988,08/05/2020 00:38,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Very unwilling,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Frequently,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.027347515,Male,43,South-West,3,1,Full time employment,6,Nearly every day,Nearly every day,Nearly every day,Nearly every day
5989,08/05/2020 00:43,week 6,4,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Frequently,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.321814896,Male,19,South-East,4,1,Full time student,8,Not at all,Not at all,Not at all,Not at all
5990,08/05/2020 00:52,week 6,0,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Frequently,Always,Frequently,Frequently,Always,Frequently,Always,Frequently, , ,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Always,Sometimes,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.016407803,Male,27,South-East,1,0,Unemployed,4,Nearly every day,Nearly every day,More than half the days,Several days
5991,08/05/2020 01:02,week 6,0,0,0,"No, I have not","No, they have not", , , , , , , , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Always,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__, , , , , , , , , , , , , , , ,1.033541135,Male,37,Paris Area,1,0,Full time employment,6,Several days,Several days,Several days,Several days
5992,08/05/2020 01:03,week 6,1,30,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Not sure,Not sure,Sometimes,Frequently,Rarely,Frequently,Not at all,Sometimes,Not at all,Rarely, , ,Not at all,Always,Always,Always,Always,Rarely,Not at all,Rarely,Rarely,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.063134698,Male,32,North-West,1,0,Full time student,5,Nearly every day,Not at all,Not at all,Not at all
5993,08/05/2020 01:11,week 6,3,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Not at all,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.004546304,Male,30,South-West,4,2,Full time employment,7,Several days,Several days,Several days,Several days
