RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,i12_health_21_ph,i12_health_22_ph,i12_health_23_ph,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
3650,29/05/2020 23:19,week 4,1,0,2,Yes,Frequently,Yes,No,Somewhat easy,Very willing,Frequently,Always,Sometimes,Always,Frequently,Always,Always,Always,Sometimes,Sometimes,Always,Rarely,Always,Always,Frequently,Always,Always,Frequently,Always,Sometimes,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",Yes,No,Yes,No,No,No,Yes,1.212830504,Male,20,Calabarzon,2,1,Full time employment,7,Several days,More than half the days,Several days,Several days,Frequently,Frequently,Always,Quite willing,Quite willing,Neither willing or unwilling,Very willing,1,5,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Very much,Not at all,Very much,Very much,Very much,Very much,Somewhat,Very much,Very much,Somewhat,No,No,No,No,Yes,No,No,No,No,No,__NA__,More,More,More,About the same,About the same,More,More,Yes,Very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,Yes,Yes,No,No,No,No,No,A healthcare provider recommended delaying or missing vaccines,__NA__,No,Yes,No,No,No,No,No,__NA__
3651,29/05/2020 23:19,week 4,2,0,2, , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Rarely,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.212830504,Male,24,Cagayan Valley,4,1,Full time employment,9,Not at all,Not at all,Several days,Not at all,Always,Always,Sometimes,Very willing,Very willing,Very willing,Very willing,1,1,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Very much,Not at all,Somewhat,Not at all,Very much,Not at all,Somewhat,Very much,Not at all,Very much,No,No,No,No,No,No,Yes,Yes,No,No,__NA__,More,Less,Less,Less,Less,Less,Less,No,Not sure, , , , , , , , , , ,__NA__, , , , , , , , , , ,Not sure, , , , , , , ,__NA__,No,No,No,No,No,No,Yes,__NA__
3652,29/05/2020 23:19,week 4,5,4,0,No,Always,No,Yes,Very easy,Very willing,Sometimes,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,1.561115569,Female,21,Calabarzon,6,0,Part time employment,4,Several days,Not at all,Several days,Not at all,Frequently,Always,Always,Neither willing or unwilling,Very willing,Quite willing,Very willing,1,1,Yes,No,No,No,No,No,__NA__, , ,No,No,No,No,No,No,No,Yes,No,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Somewhat,Very much,Not at all,Very much,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,__NA__,Less,Less,Less,Less,Less,Less,Less, , , , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,No,Yes,No,No,No,No,__NA__
3653,29/05/2020 23:20,week 4,8,10,1, , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Sometimes,Always,Always,Always,Always,Always,Not at all,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.259507148,Male,19,Central Visayas,8 or more,3,Part time employment,4,Several days,Not at all,Several days,Not at all,Always,Always,Frequently,Very willing,Very willing,Very willing,Very willing,3,3,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Very much,Somewhat,Somewhat,Very much,Very much,Somewhat,Very much,Very much,Not at all,Very much,No,No,Yes,No,No,No,No,No,No,No,__NA__,More,About the same,About the same,Not sure,About the same,Not sure,Less,No,Very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,Not sure, , , , , , , ,__NA__,No,Yes,Yes,No,No,No,No,__NA__
3654,29/05/2020 23:20,week 4,3,2,3, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,3,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Work from home,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.932121532,Male,30,Cordillera Administrative Region (CAR),3,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all,Always,Always,Frequently,Very willing,Very willing,Very willing,Very willing,2,7,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Somewhat,Somewhat,Not at all,Not at all,Very much,No,No,Yes,No,Yes,No,Yes,No,No,No,__NA__,More,Less,About the same,Less,Less,Less,About the same,Yes,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,Yes,No,No,No,No,__NA__
3655,29/05/2020 23:21,week 4,4,1,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Frequently,Frequently, ,Always,Not at all,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,7,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.540089704,Male,43,Central Visayas,Prefer not to say,0,Part time employment,6,More than half the days,Nearly every day,Nearly every day,Several days,Not at all,Not at all,Not at all,Very willing,Very willing,Very willing,Very willing,1,1,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Very much,Not sure,Very much,Somewhat,Very much,Yes,No,No,No,No,Yes,No,Yes,No,No,__NA__,More,Less,Less,Not sure,Not sure,Less,About the same,Not sure,Not sure, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,Yes,No,No,No,No,__NA__
3656,29/05/2020 23:21,week 4,2,0,3,No,Always,No,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Frequently,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,sales retail,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",Yes,No,No,No,No,No,No,1.199796204,Female,30,Bicol Region,2,0,Full time employment,8,Several days,Several days,Several days,Several days,Always,Frequently,Always,Very willing,Very willing,Very willing,Very willing,4,4,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Somewhat,Very much,Not at all,Very much,Yes,No,Yes,No,No,No,No,Yes,No,No,__NA__,More,Less,Less,Not sure,Less,About the same,Less,Yes,Very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,Not sure, , , , , , , ,__NA__,Yes,Yes,Yes,No,No,No,No,__NA__
3657,29/05/2020 23:22,week 4,4,0,0, , , ,Not sure,Neither easy nor difficult,Somewhat unwilling,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,33,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.932121532,Male,30,National Capital Region (NCR),4,0,Full time employment,7,Several days,Several days,Several days,Several days,Frequently,Always,Sometimes,Very willing,Very willing,Very willing,Very willing,1,1,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Not at all,Very much,Very much,Not at all,Somewhat,No,No,No,No,No,No,No,No,No,Yes,__NA__,More,Less,Less,Not sure,Not sure,Less,Less,Not sure,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,No,No,Yes,No,No,No,__NA__
3658,29/05/2020 23:22,week 4,1,0,0, , , ,No,Somewhat easy,Very willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Frequently,Always, ,Always,Always,Frequently,Frequently,Frequently,Frequently,Rarely,Not at all,Always,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,1.245971215,Female,30,Central Visayas,2,0,Full time employment,7,Not at all,Several days,Not at all,Several days,Frequently,Always,Rarely,Quite willing,Quite willing,Quite willing,Quite willing,1,1,No,No,Yes,No,No,No,__NA__, ,Quite easy, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Very much,Somewhat,Somewhat,Not at all,Very much,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,__NA__,More,About the same,Less,Not sure,Not sure,Less,Less,No,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,Yes,Yes,Yes,No,No,__NA__
3659,29/05/2020 23:22,week 4,2,0,0, , , ,No,Very difficult,Very unwilling,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,69, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.212830504,Male,22,Calabarzon,3,0,Other,0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very unwilling,Very unwilling,Very unwilling,Very unwilling,0, , , , , , , ,__NA__, , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , , , , , , ,__NA__, , , , , , , ,No,Not at all willing,No,No,No,No,No,No,No,No,No,Yes,__NA__,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,No, , , , , , , ,__NA__,No,Yes,No,Yes,Yes,No,No,__NA__
3660,29/05/2020 23:22,week 4,6,9,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Sometimes,Always,Frequently,Frequently,Always,Always,Not at all,Not at all,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.44071198,Female,25,Davao Region,8 or more,0,Full time employment,7,Several days,Not at all,Not at all,Not at all,Always,Always,Not at all,Very willing,Very willing,Very willing,Very willing,0, , , , , , , ,__NA__, , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , , , , , , ,__NA__, , , , , , , ,Yes,Not at all willing,No,No,No,No,Yes,No,No,Yes,No,No,__NA__,Definitely would feel this way,Definitely would not feel this way,Definitely would not feel this way,Definitely would not feel this way,Definitely would feel this way,Definitely would not feel this way,Definitely would not feel this way,Possibly would feel this way,Definitely would not feel this way,Definitely would feel this way,No, , , , , , , ,__NA__,No,Yes,Yes,Yes,No,No,No,__NA__
3661,29/05/2020 23:23,week 4,10,10,1, , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.932121532,Male,28,Bicol Region,Don't know,Don't know,Other,5,More than half the days,More than half the days,More than half the days,More than half the days,Sometimes,Sometimes,Sometimes,Neither willing or unwilling,Neither willing or unwilling,Neither willing or unwilling,Neither willing or unwilling,1,1,No,Yes,No,No,No,No,__NA__,Quite difficult, , , , , , , , , , ,__NA__,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,No,No,No,No,No,No,Yes,No,No,__NA__,About the same,About the same,About the same,About the same,About the same,About the same,About the same,Yes,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,Yes,No,No,No,No,Yes,No,Worry about getting COVID-19 by leaving leave the house,__NA__,No,Yes,No,No,No,No,No,__NA__
3662,29/05/2020 23:23,week 4,6,2,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Rarely,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.245971215,Female,25,Central Visayas,7,2,Part time employment,10,Several days,Nearly every day,More than half the days,More than half the days,Always,Always,Always,Very willing,Very willing,Quite willing,Very willing,1,7,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Somewhat,Somewhat,Somewhat,Not at all,Very much,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,More,Less,Less,Not sure,Not sure,Less,Less,Yes,Very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,No,Yes,No,No,No,__NA__
3663,29/05/2020 23:24,week 4,3,0,1, , , ,No,Somewhat easy,Not sure,Always,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Frequently, ,Frequently,Always,Always,Frequently,Always,Always,Frequently,Rarely,Frequently,Always,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.613683035,Female,45,Calabarzon,4,0,Full time employment,8,Several days,Not at all,Not at all,Several days,Frequently,Sometimes,Rarely,Very willing,Very willing,Very willing,Very willing,2,3,No,No,Yes,No,No,No,__NA__, ,Quite difficult, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Somewhat,Very much,Not at all,Very much,No,No,Yes,No,No,No,No,Yes,No,No,__NA__,More,Less,Less,More,More,More,Less,Yes,Very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,No,No,No,No,No,Yes,__NA__
3664,29/05/2020 23:24,week 4,3,7,1, , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.613683035,Female,46,Ilocos Region,4,2,Not working,4,Nearly every day,Nearly every day,Nearly every day,Prefer not to say,Always,Always,Not at all,Very willing,Very willing,Very willing,Very willing,2,2,Yes,Yes,No,No,No,No,__NA__,Very easy, ,No,No,No,No,No,Yes,No,No,No,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Not at all,Very much,Not at all,Very much,Yes,No,Yes,No,Yes,No,No,No,No,No,__NA__,More,Less,Less,Not sure,Less,Less,Less, , , , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,No,No,No,No,No,__NA__
3665,29/05/2020 23:25,week 4,6,0,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Not at all,Always,Frequently,Always,Always,Always,Frequently,Frequently,Always,Not at all,Always,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.520074276,Male,39,Calabarzon,7,2,Full time employment,6,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,Rarely,Very willing,Very willing,Very willing,Very willing,5,5,No,Yes,Yes,No,No,No,__NA__,Quite easy,Very difficult, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Very much,No,No,Yes,No,No,No,No,No,No,No,__NA__,More,Less,Less,Not sure,Less,Less,About the same,Yes,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,Prefer not to say, , , , , , , ,__NA__,No,Yes,Yes,Yes,Yes,No,No,__NA__
3666,29/05/2020 23:25,week 4,4,10,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.520074276,Male,36,Central Luzon,5,3,Full time employment,6,Several days,Several days,Several days,Several days,Always,Always,Frequently,Very willing,Very willing,Very willing,Very willing,7,7,No,No,Yes,No,No,No,__NA__, ,Very easy, , , , , , , , , ,__NA__,Very much,Very much,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Very much,Yes,No,No,No,No,No,No,No,No,No,__NA__,More,More,About the same,More,More,About the same,More,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,Yes,Yes,No,No,No,No,No,__NA__
3667,29/05/2020 23:25,week 4,3,0,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.895933449,Female,57,Calabarzon,2,0,Retired,5,Several days,Not at all,Not at all,Not at all,Always,Always,Not at all,Very willing,Very willing,Very willing,Very willing,3,3,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Somewhat,Somewhat,Not at all,Very much,No,No,Yes,No,No,No,No,Yes,No,No,__NA__,More,Less,Less,Not sure,Not sure,Less,Less,No,Very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,Yes,Yes,Yes,No,No,__NA__
3668,29/05/2020 23:25,week 4,7,5,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Rarely,Always,Always,Not at all,Not at all,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Sometimes,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.621196212,Female,24,Central Visayas,8 or more,2,Unemployed,7,Nearly every day,Several days,More than half the days,Several days,Always,Always,Sometimes,Very willing,Very willing,Very willing,Very willing,7,7,No,No,Yes,No,No,No,__NA__, ,Quite difficult, , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Very much,Very much,Somewhat,Somewhat,Very much,Not at all,Very much,No,No,No,No,No,No,Yes,No,No,No,__NA__,More,Less,Less,Less,Less,Not sure,More,No,Not very willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,No,No,No,No,No,Yes,__NA__
3669,29/05/2020 23:25,week 4,1,0,0, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.669422517,Female,43,Cagayan Valley,Don't know,0,Full time employment,6,Nearly every day,Several days,Several days,Not at all,Always,Always,Always,Very willing,Very willing,Very willing,Very willing,1,2,Yes,Yes,No,No,No,No,__NA__,Very easy, ,No,No,No,No,No,Yes,Yes,Yes,No,__NA__,Very much,Somewhat,Somewhat,Not at all,Very much,Somewhat,Very much,Very much,Somewhat,Very much,Yes,No,No,No,No,No,No,Yes,No,No,__NA__,More,Less,Less,About the same,Less,Less,Less, , , , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,No,No,No,No,No,__NA__
3670,29/05/2020 23:26,week 4,3,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Frequently,Frequently,Always,Always,Always,Always,Sometimes,Frequently,Always,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.669422517,Female,41,Ilocos Region,4,0,Full time employment,5,Several days,More than half the days,More than half the days,Nearly every day,Always,Always,Rarely,Very willing,Very willing,Very willing,Very willing,1,1,No,Yes,No,No,No,No,__NA__,Very easy, , , , , , , , , , ,__NA__,Very much,Not at all,Not at all,Not at all,Very much,Not at all,Not at all,Somewhat,Not at all,Very much,No,No,No,No,No,No,Yes,Yes,No,No,__NA__,More,Less,Less,Less,Less,Less,Less,Yes,Quite willing, , , , , , , , , , ,__NA__, , , , , , , , , , ,No, , , , , , , ,__NA__,No,Yes,Yes,No,Yes,No,No,__NA__
