RecordNo,endtime,qweek,gender,region,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,age,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,WCRex2,WCRV_4,CORE_B2_4,WCRex1,i12_health_21,i12_health_22,i12_health_23,i12_health_24,i12_health_25,r1_1,r1_2,r1_3,r1_4,r1_5,r1_6,r1_7
3579,25/06/2020 19:43,week 5,Female,Kyūshū,0,1000,1, , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Not at all,Always,Not at all,Rarely,Always,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.987800567,44,1,0,Full time employment,1,Not at all,Not at all,Not at all,Not at all,A fair amount of confidence,I am not at all scared that I will contract the Coronavirus (COVID-19),Much less happy now,Very badly,Not at all,Frequently,Not at all,Sometimes,Frequently,2,2,1 – Disagree,3,6,3,7 - Agree
3580,25/06/2020 19:45,week 5,Female,Kyūshū,0,100,5, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Always,Sometimes,Frequently,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.987800567,43,1,0,Full time employment,5,Several days,Several days,Several days,Several days,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Not at all,Always,Always,Always,Always,7 - Agree,5,1 – Disagree,4,7 - Agree,6,7 - Agree
3581,25/06/2020 19:47,week 5,Male,Chūgoku,2,2,0, , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Not at all,Always,Not at all,Frequently,Always,Always,Always,Always, , ,Always,Sometimes,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.779304361,32,4,0,Other,4,Prefer not to say,More than half the days,More than half the days,Nearly every day,A fair amount of confidence,I am not at all scared that I will contract the Coronavirus (COVID-19),Somewhat more happy now,Somewhat badly,Not at all,Not at all,Not at all, ,Not at all,1 – Disagree,1 – Disagree,2,5,5,6,4
3582,25/06/2020 19:50,week 5,Male,Kansai,2,0,1, , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Always,Always,Rarely,Always,Always,Sometimes,Rarely,Rarely, , ,Always,Always,Always,Always,Always,Rarely,Always,Sometimes,Sometimes,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004251211,76,2,0,Retired,3,Prefer not to say,Several days,Prefer not to say,Prefer not to say,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Rarely,Always,Rarely, ,Rarely,7 - Agree,4,4,4,2,6,4
3583,25/06/2020 19:51,week 5,Male,Kantō,0,150,15,Yes,Rarely,No,Yes,Somewhat easy,Neither willing nor unwilling,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,Yes,No,No,No,No,Yes,0.779304361,29,1,0,Full time employment,6,Prefer not to say,Prefer not to say,Nearly every day,Prefer not to say,No confidence at all,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat badly,Always,Always,Always,Always,Always,7 - Agree,4,7 - Agree,7 - Agree,2,7 - Agree,6
3584,25/06/2020 19:52,week 5,Male,Chūbu,1,2,2,Not sure,Sometimes,No,Yes,Very easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Rarely,Sometimes,Frequently, , ,Frequently,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Sometimes,Rarely,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,1.004251211,69,2,0,Retired,3,More than half the days,Nearly every day,Several days,More than half the days,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Not at all,Always,Always, ,Always,6,6,1 – Disagree,1 – Disagree,7 - Agree,5,6
3585,25/06/2020 19:53,week 5,Male,Chūbu,2,2,1, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Sometimes,Not at all,Frequently,Sometimes,Frequently,Sometimes, ,Sometimes,Frequently,Frequently,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,農作業,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.747513082,40,1,0,Full time employment,2,Several days,Several days,More than half the days,More than half the days,A fair amount of confidence,I am not very scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat badly,Rarely,Always,Always,Always,Always,4,3,5,5,2,6,3
3586,25/06/2020 19:53,week 5,Male,Chūbu,4,0,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Frequently,Rarely,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Sometimes,Sometimes,Frequently,Frequently,Sometimes,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.779304361,31,4,2,Full time employment,1,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Don't know,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,5,5,5,5,6,5,5
3587,25/06/2020 19:54,week 5,Male,Chūbu,0,0,0, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Not at all,Always,Always,Always,Sometimes,Sometimes, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Not at all,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004251211,62,1,0,Unemployed,0,Nearly every day,Several days,Several days,Several days,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Don't know,Not at all,Always,Not at all, ,Not at all,7 - Agree,4,1 – Disagree,7 - Agree,7 - Agree,1 – Disagree,7 - Agree
3588,25/06/2020 19:55,week 5,Male,Kyūshū,4,4,2, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Sometimes,Always,Always,Sometimes,Sometimes,Frequently,Not at all,Not at all,Rarely,Rarely,Sometimes,Frequently,Frequently,Sometimes,Not at all,Rarely,Sometimes,Not at all,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.747513082,43,5,3,Full time employment,5,Several days,Several days,Several days,Several days,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Rarely,Always,Always,Frequently,Always,6,4,5,5,5,7 - Agree,6
3589,25/06/2020 19:56,week 5,Female,Chūbu,2,0,0, , , ,Yes,Very easy,Somewhat willing,Always,Frequently,Sometimes,Always,Always,Frequently,Frequently,Frequently, , ,Always,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.029811127,34,3,0,Unemployed,0,Several days,More than half the days,Several days,More than half the days,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Don't know,Rarely,Always,Always, ,Always,5,5,4,4,5,5,4
3590,25/06/2020 19:59,week 5,Female,Chūbu,1,4,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Frequently, ,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Always,Always,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.05159879,52,2,0,Part time employment,4,More than half the days,Several days,Several days,More than half the days,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat badly,Rarely,Always,Always,Always,Always,7 - Agree,7 - Agree,1 – Disagree,1 – Disagree,6,7 - Agree,7 - Agree
3591,25/06/2020 20:00,week 5,Male,Kansai,5,3,1, , , ,No,Very difficult,Somewhat willing,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,3,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.779304361,27,3,1,Full time employment,7,More than half the days,Several days,Several days,More than half the days,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat well,Always,Always,Always,Always,Always,6,7 - Agree,7 - Agree,6,7 - Agree,7 - Agree,6
3592,25/06/2020 20:00,week 5,Female,Kansai,2,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.05159879,51,3,0,Part time employment,6,Several days,Several days,Several days,Several days,A fair amount of confidence,I am not very scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat badly,Rarely,Always,Always,Always,Always,5,5,3,2,4,7 - Agree,5
3593,25/06/2020 20:01,week 5,Female,Kansai,0,5,1, , , ,No,Not sure,Not sure,Always,Frequently,Not at all,Sometimes,Always,Frequently,Always,Sometimes,Always, ,Frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Always,Frequently,Frequently,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.05159879,50,1,0,Full time employment,2,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Not at all,Always,Always,Always,Always,5,5,5,5,5,5,5
3594,25/06/2020 20:02,week 5,Male,Tōhoku,4,70,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Frequently,Sometimes,Rarely,Not at all,Always,Not at all,Rarely,Rarely,Rarely,Always,Always,Always,Not at all,Rarely,Frequently,Sometimes,Sometimes,4,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.747513082,44,4,1,Full time employment,5,Not at all,Not at all,Several days,Not at all,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),Somewhat less happy now,Somewhat well,Not at all,Always,Always,Always,Always,4,2,3,3,3,7 - Agree,3
3595,25/06/2020 20:02,week 5,Female,Chūbu,2,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Not at all,Always,Always,Frequently,Sometimes,Always, , ,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Not at all,Sometimes,Not at all,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.097216492,23,4,0,Unemployed,4,Several days,Several days,Several days,Not at all,No confidence at all,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Not at all,Not at all,Not at all, ,Not at all,7 - Agree,7 - Agree,3,5,4,7 - Agree,5
3596,25/06/2020 20:04,week 5,Male,Tōhoku,2,0,0, , , ,Yes,Very easy,Somewhat willing,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.779304361,33,3,0,Not working,2,Several days,More than half the days,More than half the days,Several days,Not very much confidence,I am not very scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat badly,Not at all,Not at all,Not at all, ,Not at all,4,3,4,5,4,5,1 – Disagree
3597,25/06/2020 20:05,week 5,Male,Kansai,3,100,1, , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Always,Always,Rarely,Always,Always,Frequently,Always,Rarely,Sometimes,Rarely,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Frequently,Always,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.747513082,36,4,2,Full time employment,7,Several days,Several days,Not at all,Several days,A lot of confidence,Don't know,About the same,Somewhat badly,Not at all,Always,Always,Sometimes,Always,7 - Agree,3,4,4,3,5,4
3598,25/06/2020 20:17,week 5,Female,Chūbu,1,0,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Rarely,Frequently,Frequently,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.987800567,40,2,0,Not working,6,Several days,Several days,Several days,Not at all,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Rarely,Always,Always, ,Always,6,3,6,6,3,4,5
3599,25/06/2020 20:21,week 5,Female,Chūgoku,3,8,1, , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Sometimes,Always,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Rarely,Not at all,Rarely,Rarely,Frequently,Frequently,Always,Sometimes,Not at all,Rarely,Sometimes,Frequently,6,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.327066963,55,4,1,Full time employment,3,Not at all,Several days,Not at all,Several days,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),Somewhat more happy now,Very badly,Not at all,Frequently,Frequently,Rarely,Frequently,5,5,4,5,4,6,5
3600,25/06/2020 21:40,week 5,Male,Kansai,2,2,2, , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Always,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,Always,Always,Sometimes,Sometimes,Rarely,Always,Always,5,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.795792065,52,3,1,Full time employment,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Not very much confidence,I am very scared that I will contract the Coronavirus (COVID-19),Much more happy now,Very badly,Frequently,Frequently,Always,Always,Always,6,4,4,4,5,7 - Agree,5
3601,27/06/2020 08:45,week 5,Male,Kantō,3,10,2, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.83031303,24,4,1,Full time employment,7,Prefer not to say,Nearly every day,Nearly every day,Nearly every day,A fair amount of confidence,I am very scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat well,Not at all,Always,Always,Always,Always,7 - Agree,7 - Agree,2,7 - Agree,7 - Agree,7 - Agree,7 - Agree
3602,27/06/2020 08:47,week 5,Male,Chūgoku,2,5,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Frequently,Not at all,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes, ,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004251211,56,3,0,Full time employment,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat badly,Not at all,Sometimes,Sometimes,Sometimes,Not at all,4,4,4,4,4,4,4
3603,27/06/2020 09:04,week 5,Female,Hokkaidō,4,3,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently, ,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Always,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.327066963,59,4,0,Full time employment,8,Several days,Several days,Several days,Several days,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat well,Always,Always,Always,Always,Always,5,7 - Agree,7 - Agree,7 - Agree,5,5,7 - Agree
3604,27/06/2020 09:10,week 5,Female,Kantō,4,0,2, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Sometimes,Frequently,Not at all,Frequently,Frequently,Always, , ,Sometimes,Sometimes,Frequently,Always,Always,Frequently,Frequently,Rarely,Sometimes,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.327066963,66,2,0,Retired,8,Several days,Several days,Several days,Several days,Not very much confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat badly,Rarely,Always,Always, ,Not at all,4,5,3,4,5,6,5
3605,27/06/2020 09:11,week 5,Female,Kantō,2,2,0, , , ,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Always,Always,Always,Always, , ,Always,Not at all,Always,Always,Always,Frequently,Not at all,Always,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.327066963,69,3,0,Retired,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,No confidence at all,I am fairly scared that I will contract the Coronavirus (COVID-19),About the same,Very badly,Not at all,Always,Always, ,Always,5,5,1 – Disagree,1 – Disagree,7 - Agree,5,7 - Agree
3606,27/06/2020 09:11,week 5,Male,Kantō,2,1,0, , , ,Not sure,Very easy,Very willing,Always,Always,Not at all,Always,Not at all,Sometimes,Sometimes,Sometimes, ,Not at all,Rarely,Not at all,Sometimes,Always,Always,Rarely,Not at all,Not at all,Not at all,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.004251211,65,2,2,Unemployed,7,Not at all,Not at all,Not at all,Not at all,A fair amount of confidence,I am not very scared that I will contract the Coronavirus (COVID-19),About the same,Somewhat well,Not at all,Always,Always, ,Always,2,1 – Disagree,3,5,5,7 - Agree,5
3607,27/06/2020 09:21,week 5,Female,Kantō,3,120,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Sometimes,Frequently,Always,Sometimes,Frequently,Sometimes,Rarely, ,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Always,Not at all,Always,Always,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.327066963,63,3,0,Part time employment,7,Several days,Several days,Several days,Several days,A fair amount of confidence,I am fairly scared that I will contract the Coronavirus (COVID-19),Somewhat more happy now,Somewhat well,Not at all,Always,Always,Always,Always,5,5,5,6,5,5,6
