RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,household_children,weight,gender,age,city,household_size,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
5291,07/05/2020 00:18,week 6,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Not at all,Not at all,Frequently,Not at all,Frequently,Not at all,Always, , ,Not at all,Rarely,Always,Always,Frequently,Frequently,Not at all,Not at all,Not at all,Not at all,5, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0.996741895,Female,66,Shenyang,2,No,No,No,Yes,No,No,No,5,Not at all,Not at all,Not at all,Not at all
5292,07/05/2020 00:19,week 6,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.03618404,Female,36,Jiaozuo,3,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days
5293,07/05/2020 00:19,week 6,3,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Frequently,Sometimes,Sometimes,Rarely,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Frequently,Always,Always,Rarely,Frequently,Rarely,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.897601585,Female,24,Taizhou-Zhejiang Province??,4,Yes,No,No,No,No,No,No,5,Several days,Several days,Not at all,Not at all
5294,07/05/2020 00:19,week 6,5,12,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Rarely,Rarely,Not at all,Always,Sometimes,Frequently,Always,Always, , ,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.918517583,Male,23,Suzhou -  Jiangsu,4,No,No,No,No,No,Yes,No,8,Several days,Several days,Several days,Several days
5295,07/05/2020 00:19,week 6,2,1,2,"Yes, and I tested positive","Yes, and they tested positive", , , , , , , , , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Rarely,Sometimes,Frequently,Frequently,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Rarely,Frequently,Frequently,Always,Frequently,Sometimes,Rarely,Not at all,Sometimes,Rarely,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.898738656,Male,18,Zhengzhou,3,No,Yes,Yes,No,No,No,No,6,Several days,Several days,More than half the days,Several days
5296,07/05/2020 00:20,week 6,8,27,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Rarely,Not at all, ,Sometimes,Rarely,Sometimes,Frequently,Frequently,Frequently,Always,Not at all,Sometimes,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.986631964,Female,27,Longyan,Prefer not to say,Yes,No,No,No,No,No,No,5,Nearly every day,Several days,Several days,Several days
5297,07/05/2020 00:20,week 6,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Always,Sometimes,Frequently,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Frequently,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1,1.053161935,Female,44,Wuxi,2,Yes,No,No,No,No,No,No,6,Several days,Several days,More than half the days,Several days
5298,07/05/2020 00:21,week 6,5,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,8,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.943566604,Female,24,Xiamen,7,Yes,No,No,No,No,No,No,3,Several days,Several days,Several days,More than half the days
5299,07/05/2020 00:21,week 6,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Not at all,Rarely, ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.009622556,Male,25,Liuzhou,4,Yes,No,No,No,No,No,No,4,Not at all,Not at all,Several days,Not at all
5300,07/05/2020 00:21,week 6,3,10,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,Always,Not at all,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Rarely,Rarely,Always,Sometimes,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0.939758022,Male,27,Bengbu,4,Yes,Yes,No,No,No,No,No,6,Several days,Not at all,Not at all,Not at all
5301,07/05/2020 00:22,week 6,2,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Sometimes,Frequently,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,Always,Always,Always,Rarely,Rarely,Frequently,Frequently,Frequently,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.967561135,Female,33,Langfang,3,Yes,No,No,No,No,No,No,6,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
5302,07/05/2020 00:23,week 6,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Sometimes,Frequently,Always,Always,Frequently,Frequently,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Sometimes,Frequently,Sometimes,Sometimes,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.898738656,Male,21,Wuhan,5,No,No,Yes,No,No,No,No,5,Several days,Several days,More than half the days,More than half the days
5303,07/05/2020 00:23,week 6,3,3,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Frequently,Rarely,Frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Always, ,Sometimes,Sometimes,Sometimes,Not at all,Rarely,Always,Not at all,Not at all,Sometimes,Always,3,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.970894906,Male,23,Laibin,Prefer not to say,Yes,Yes,No,No,No,No,No,0,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
5304,07/05/2020 00:24,week 6,2,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Frequently,Always,Sometimes,Sometimes,Always,Frequently,Frequently,Frequently,Rarely, ,Always,Frequently,Always,Always,Frequently,Frequently,Rarely,Sometimes,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.101310531,Male,53,Hangzhou,3,Yes,No,No,No,No,No,No,4,Not at all,Not at all,Not at all,Not at all
5305,07/05/2020 00:24,week 6,4,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.984660419,Male,28,Jinan,4,Yes,No,No,No,No,No,No,7,Several days,Not at all,Several days,Several days
5306,07/05/2020 00:24,week 6,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently, ,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,6,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.903710274,Male,20,Huainan,3,No,Yes,Yes,No,No,No,No,3,Nearly every day,Nearly every day,More than half the days,Several days
5307,07/05/2020 00:24,week 6,5,6,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.054496067,Male,44,Chengdu,5,Yes,No,No,No,No,No,No,6,Several days,Several days,Several days,More than half the days
5308,07/05/2020 00:24,week 6,3,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Sometimes,Always,Always,Frequently,Frequently,Rarely,Frequently,Frequently,Sometimes,Frequently,Sometimes,Always,Not at all,Frequently,Always,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,1,0.933405667,Female,25,Wenzhou,4,Yes,No,No,No,No,No,No,6,More than half the days,Several days,Several days,Not at all
5309,07/05/2020 00:24,week 6,4,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.990107336,Male,25,Xingtai,4,Yes,No,No,No,No,No,No,8,More than half the days,More than half the days,More than half the days,More than half the days
5310,07/05/2020 00:25,week 6,5,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Somewhat willing,Frequently,Always,Rarely,Always,Always,Sometimes,Sometimes,Always, , ,Sometimes,Always,Always,Always,Always,Frequently,Frequently,Not at all,Frequently,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.875383489,Male,20,Tongchuan,6,No,No,Yes,No,No,No,No,6,Not at all,Several days,More than half the days,More than half the days
5311,07/05/2020 00:25,week 6,6,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Very willing,Always,Not at all,Rarely,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,1.143895824,Female,47,Foshan,4,No,No,Yes,No,No,No,No,5,Nearly every day,Not at all,Nearly every day,Nearly every day
5312,07/05/2020 00:26,week 6,4,8,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Sometimes,Frequently,Always,Sometimes,Frequently,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Frequently,Always,Frequently,Frequently,Rarely,Rarely,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,0.889572419,Female,33,Lijiang,6,Yes,No,No,No,No,No,No,6,Several days,Several days,Several days,Several days
5313,07/05/2020 00:26,week 6,2,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Always,Not at all,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,0.903710274,Male,20,Yueyang,4,No,Yes,Yes,No,No,No,No,3,Not at all,Not at all,Not at all,Not at all
5314,07/05/2020 00:26,week 6,3,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Always,Frequently,Always,Frequently,Always,Sometimes,Frequently,Frequently,Rarely,Frequently,Always,Always,Always,Sometimes,Not at all,Sometimes,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.928270684,Female,30,Hangzhou,3,Yes,No,No,No,No,No,No,6,Several days,Not at all,Several days,Several days
5315,07/05/2020 00:26,week 6,0,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Rarely,Sometimes,Always,Frequently,Frequently,Rarely,Frequently,Sometimes, ,Frequently,Sometimes,Frequently,Always,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.948786199,Female,24,Zhaoqing,6,Yes,No,No,No,No,No,No,5,Several days,Several days,More than half the days,More than half the days
5316,07/05/2020 00:26,week 6,4,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1.074573282,Male,30,Shenzhen,4,Yes,No,No,No,No,No,No,10,Not at all,Not at all,Not at all,Not at all
5317,07/05/2020 00:26,week 6,3,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Frequently,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,0.9304469,Female,22,Weifang,4,No,No,Yes,No,No,No,No,5,More than half the days,More than half the days,Prefer not to say,More than half the days
5318,07/05/2020 00:26,week 6,3,10,4,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.047368133,Female,35,Hangzhou,3,Yes,No,No,No,No,No,No,8,More than half the days,Several days,Several days,Several days
5319,07/05/2020 00:27,week 6,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always, , ,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.898738656,Male,20,Wuhan,3,No,No,Yes,No,No,No,No,7,Several days,Not at all,Several days,Several days
5320,07/05/2020 00:27,week 6,1,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Not at all,Always,Always,Sometimes,Frequently, ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Always,Always,Always,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.962238252,Female,26,Tianjin,2,Yes,No,No,No,No,No,No,3,More than half the days,Several days,Not at all,Several days
5321,07/05/2020 00:27,week 6,0,2,3,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.120913623,Female,42,Shanghai,3,Yes,No,No,No,No,No,No,7,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
5322,07/05/2020 00:28,week 6,0,5,2,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Always,Always,Always,Always,Frequently,Frequently, , ,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,1.074573282,Male,30,Shenzhen,3,No,No,Yes,No,No,No,No,4,Several days,Not at all,More than half the days,Several days
5323,07/05/2020 00:28,week 6,6,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently, ,Sometimes,Always,Sometimes,Frequently,Always,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1.113217184,Female,37,Guilin,5,No,No,Yes,No,No,No,No,5,Nearly every day,More than half the days,Several days,Several days
5324,07/05/2020 00:29,week 6,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.903710274,Male,23,Ganzhou,4,Yes,No,No,No,No,No,No,5,Several days,Several days,Several days,Several days
5325,07/05/2020 00:29,week 6,1,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always, , ,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,0.903710274,Male,22,Jiujiang,Prefer not to say,No,No,Yes,No,No,No,No,8,Several days,Several days,Several days,Several days
5326,07/05/2020 00:29,week 6,2,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Rarely,Sometimes,Always,Always,Not at all,Always,Rarely, , ,Always,Frequently,Sometimes,Frequently,Frequently,Rarely,Not at all,Rarely,Not at all,Rarely,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.913464505,Male,21,Hangzhou,3,No,No,Yes,No,No,No,No,5,Several days,Several days,Several days,Several days
5327,07/05/2020 00:30,week 6,2,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Not at all,Not at all,Always,Frequently,Frequently,Frequently,Always,Sometimes,Not at all,Always,Frequently,Always,5,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1.03618404,Female,38,Meishan,3,Yes,No,No,No,No,No,No,6,Several days,Several days,Several days,Several days
5328,07/05/2020 00:30,week 6,3,8,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes, ,Not at all,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.984660419,Male,31,Changchun,2,Yes,No,No,No,No,No,No,5,Several days,Several days,Several days,Several days
5329,07/05/2020 00:31,week 6,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes, , ,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,0.955155974,Male,25,Yangzhou,3,No,No,Yes,No,No,No,No,5,Several days,Not at all,Not at all,Not at all
5330,07/05/2020 00:31,week 6,1,0,1, , , , , , , , , , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes, , ,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,1.009622556,Male,26,Beihai,Prefer not to say,No,No,No,No,Yes,No,No,4,More than half the days,Several days,Several days,More than half the days
